Amount Requested,Application Date,Loan Title,Risk_Score,Debt-To-Income Ratio,Zip Code,State,Employment Length,Policy Code
10500.0,2008-04-01,Consolidate Debt due to Medical Crisis,626.0,17.82%,836xx,ID,10+ years,0.0
18000.0,2008-03-22,Credit card consolidation,496.0,34.17%,200xx,DC,< 1 year,0.0
3000.0,2007-10-13,DTRAIN1974,638.0,11.57%,336xx,FL,2 years,0.0
1000.0,2008-04-12,Restarting Profitable Business ,0.0,0%,306xx,GA,4 years,0.0
25000.0,2009-05-08,cook,485.0,15.24%,713xx,LA,10+ years,0.0
3900.0,2007-11-14,market2u,660.0,53.84%,473xx,IN,9 years,0.0
7500.0,2007-12-17,Workinghard,534.0,22.18%,652xx,MO,1 year,0.0
15000.0,2009-04-09,pay Back CC advance at better rate,593.0,2.6%,344xx,FL,< 1 year,0.0
4300.0,2009-05-13,Consolidate debt,681.0,1.09%,386xx,MS,5 years,0.0
1000.0,2007-06-26,CrawfordsGirl,493.0,18.84%,551xx,MN,< 1 year,0.0
15000.0,2009-05-10,Business Expansion and Tax Bill,578.0,1.32%,212xx,MD,1 year,0.0
10000.0,2009-04-10,Consolidate debt,671.0,31.6%,288xx,SC,1 year,0.0
2000.0,2008-06-05,Working Capital,600.0,4.88%,666xx,KS,3 years,0.0
5000.0,2008-11-12,Hand ,664.0,4%,190xx,PA,< 1 year,0.0
12100.0,2008-03-07,High-Interest Revolving Acct Nightmare,592.0,51.43%,535xx,WI,6 years,0.0
10000.0,2009-03-18,Pay off debts,0.0,0%,770xx,TX,3 years,0.0
2000.0,2007-11-20,abebe82,459.0,26.94%,381xx,TN,< 1 year,0.0
6500.0,2008-08-08,Must Pay Off Home We Are Renting To Own,627.0,0%,298xx,SC,5 years,0.0
4000.0,2008-07-13,wedding/honeymoon,657.0,6.39%,170xx,PA,7 years,0.0
25000.0,2009-05-01,Student Loan for school and housing,685.0,10.5%,600xx,IL,< 1 year,0.0
23500.0,2007-09-28,mmil444,554.0,0%,300xx,GA,2 years,0.0
1000.0,2009-04-16,Need Infected Tooth Pulled FAST!!!!,459.0,0.72%,907xx,CA,5 years,0.0
25000.0,2007-06-20,ajo,589.0,5.74%,560xx,MN,2 years,0.0
3000.0,2008-06-24,Help me get out of debt,513.0,22.22%,402xx,KY,< 1 year,0.0
3000.0,2007-06-28,Melodyrcr,639.0,56.27%,708xx,LA,2 years,0.0
4000.0,2009-03-14,Starting a new life,512.0,250.23%,453xx,OH,10+ years,0.0
10000.0,2009-05-17,pay off loan,640.0,21.93%,900xx,CA,2 years,0.0
5000.0,2008-12-14,Car,511.0,0%,707xx,LA,10+ years,0.0
3500.0,2009-03-19,Rx Technician Loan,687.0,29.58%,948xx,CA,< 1 year,0.0
18000.0,2009-03-08,Business Loan,682.0,40.5%,453xx,OH,4 years,0.0
25000.0,2007-10-14,roth1975,730.0,7.54%,440xx,OH,3 years,0.0
5000.0,2009-04-30, ,752.0,25.47%,532xx,WI,2 years,0.0
7000.0,2009-05-06,daniels bill pay loan,636.0,9.39%,109xx,NY,5 years,0.0
5500.0,2009-01-17,Personal Loan,488.0,6.74%,065xx,CT,10+ years,0.0
2500.0,2009-04-20,Case Western Reserve MPOD Student,479.0,0%,165xx,PA,< 1 year,0.0
3500.0,2008-10-15, ,723.0,26.15%,187xx,PA,< 1 year,0.0
4000.0,2007-09-13,kylebragger,495.0,0.32%,112xx,NY,2 years,0.0
25000.0,2007-10-30,Mamacomet,669.0,43.2%,109xx,NY,10+ years,0.0
1500.0,2009-05-14,Student Loan,700.0,186.24%,974xx,OR,< 1 year,0.0
10000.0,2008-03-04,debt_consolidation,717.0,26.1%,765xx,TX,6 years,0.0
10000.0,2009-01-14, ,686.0,27.42%,926xx,CA,3 years,0.0
6000.0,2009-04-20, ,700.0,2.31%,329xx,FL,1 year,0.0
2500.0,2009-04-17,personal loan,490.0,30.51%,423xx,KY,4 years,0.0
5500.0,2007-10-12,baebaekidz,569.0,14.76%,454xx,OH,< 1 year,0.0
6000.0,2008-10-28,Loving father,576.0,10.87%,972xx,OR,< 1 year,0.0
3000.0,2008-10-16,loan needed to stop foreclosure,421.0,2.55%,631xx,MO,< 1 year,0.0
2000.0,2007-08-08,dasha,577.0,3.59%,365xx,AL,< 1 year,0.0
20000.0,2008-03-28,working capital,562.0,0%,333xx,FL,10+ years,0.0
1000.0,2008-08-17,personal loan,673.0,10.34%,027xx,MA,5 years,0.0
9000.0,2008-03-22,consolidated loan,640.0,18.76%,786xx,TX,6 years,0.0
8000.0,2009-03-02,College Loan,652.0,3.34%,846xx,UT,3 years,0.0
7275.0,2008-07-23,Consoldating CCs to One Payment,559.0,33.07%,670xx,KS,10+ years,0.0
20000.0,2008-02-10,other,700.0,21.79%,446xx,OH,8 years,0.0
5000.0,2008-10-28,PAY OFF PROPERTY TAXES AND CREDIT CARD,634.0,30.87%,125xx,NY,10+ years,0.0
10000.0,2009-04-13, ,648.0,12.36%,394xx,MS,10+ years,0.0
1000.0,2008-03-01,dfrf0706,559.0,16.49%,023xx,MA,2 years,0.0
15000.0,2009-03-01, ,659.0,5.23%,112xx,NY,2 years,0.0
8500.0,2009-03-28,personal loan ,605.0,39.36%,441xx,OH,4 years,0.0
1000.0,2009-04-04,Loan for Active Military Member,448.0,140.86%,809xx,CO,2 years,0.0
5000.0,2009-04-26,loan,647.0,6.74%,958xx,CA,10+ years,0.0
7000.0,2009-01-06,car for work,701.0,8.08%,607xx,IL,1 year,0.0
2500.0,2009-04-08,My school funding,471.0,0%,437xx,OH,< 1 year,0.0
6000.0,2008-12-01,Loan $6000,488.0,6.38%,926xx,CA,< 1 year,0.0
20000.0,2009-04-16,education loan ,432.0,14.83%,330xx,FL,3 years,0.0
7000.0,2007-12-13,abaqus37,575.0,32.17%,480xx,MI,2 years,0.0
20000.0,2009-03-04,Media Buyig Business ,571.0,12.41%,166xx,PA,10+ years,0.0
10000.0,2008-02-21,debt_consolidation,616.0,32%,275xx,NC,2 years,0.0
15000.0,2009-03-19,IN need of Help,571.0,380.8%,302xx,GA,10+ years,0.0
2000.0,2008-06-30, ,750.0,68.78%,741xx,OK,< 1 year,0.0
9200.0,2008-04-07,Good riddence credit cards!,628.0,27.62%,507xx,IA,10+ years,0.0
10000.0,2008-05-28, ,597.0,4.75%,300xx,GA,< 1 year,0.0
10000.0,2009-04-17,catch up !!,549.0,11.73%,917xx,CA,10+ years,0.0
6000.0,2009-04-22,Tammy Spaid,515.0,0%,226xx,VA,10+ years,0.0
12000.0,2008-12-16,Start up Business Loan,603.0,6.07%,920xx,CA,5 years,0.0
25000.0,2008-01-20,GGriffs,589.0,34.32%,386xx,MS,6 years,0.0
3000.0,2008-12-16,Residential Realtor Making a Difference!,576.0,1.78%,336xx,FL,10+ years,0.0
25000.0,2008-03-05,50k in credit cards,590.0,11.63%,554xx,MN,1 year,0.0
1000.0,2007-12-27,texas,543.0,0%,774xx,TX,1 year,0.0
30000.0,2009-05-14, ,633.0,4.15%,970xx,OR,4 years,0.0
5000.0,2008-12-04,Please help,445.0,61.81%,498xx,MI,10+ years,0.0
20000.0,2008-03-24,debt_consolidation,641.0,22.92%,294xx,SC,< 1 year,0.0
1800.0,2008-10-20, ,713.0,20.89%,706xx,LA,3 years,0.0
15000.0,2008-12-28,high risk pregnancy- ended in stillbirth,658.0,33.4%,916xx,CA,3 years,0.0
15000.0,2009-03-27,Automotive purchase,478.0,7.71%,894xx,NV,2 years,0.0
1000.0,2008-07-31,Business Trip Financing,701.0,16.97%,504xx,IA,< 1 year,0.0
4000.0,2009-03-06,personal loan ,458.0,35.47%,440xx,OH,1 year,0.0
7000.0,2008-12-26,Getting out of debt,637.0,6.37%,561xx,MN,4 years,0.0
1000.0,2009-02-20,to pay bills,546.0,34.8%,967xx,HI,8 years,0.0
2500.0,2008-11-14,Trying to pay medical expenses,452.0,15.5%,312xx,GA,3 years,0.0
20000.0,2008-01-29,debt_consolidation,658.0,1.6%,191xx,PA,2 years,0.0
6000.0,2008-12-25,Car,463.0,25.88%,286xx,SC,1 year,0.0
2500.0,2009-03-09,personal,644.0,33.55%,019xx,MA,2 years,0.0
15000.0,2009-02-20,personal loan,598.0,0.67%,191xx,PA,3 years,0.0
7500.0,2008-08-13,Debt condolidation,692.0,30.21%,230xx,VA,< 1 year,0.0
25000.0,2007-11-19,kimsmom1,691.0,34.88%,282xx,NC,10+ years,0.0
6000.0,2008-02-13,kimberlycoleman4,484.0,0%,641xx,MO,1 year,0.0
5000.0,2009-04-15,sugery,557.0,0%,425xx,KY,8 years,0.0
5000.0,2008-04-16,Need to pay off cards at lower rate!!,488.0,0.81%,263xx,WV,5 years,0.0
5000.0,2008-01-25,jimmy618,549.0,45.07%,442xx,OH,10+ years,0.0
3000.0,2008-10-22,Help Me!,556.0,13.82%,958xx,CA,10+ years,0.0
1000.0,2008-08-12,Consolidate Debt,642.0,37.91%,605xx,IL,2 years,0.0
5000.0,2007-12-18,chromeangel,416.0,25.4%,841xx,UT,1 year,0.0
2000.0,2007-11-30,other,653.0,40.89%,115xx,NY,3 years,0.0
13000.0,2009-03-30, ,693.0,30.6%,631xx,MO,4 years,0.0
6000.0,2008-12-19,PERSONAL LOAN,701.0,16.28%,331xx,FL,10+ years,0.0
10000.0,2008-10-21, ,0.0,0%,191xx,PA,3 years,0.0
15000.0,2009-03-13,pesal,498.0,682.91%,440xx,OH,5 years,0.0
2200.0,2007-06-21,velodave,596.0,0.5%,432xx,OH,2 years,0.0
1000.0,2008-12-15,Invest in DOWNLOADSZILLA.COM,705.0,9.12%,775xx,TX,< 1 year,0.0
15000.0,2009-04-29,SCHOOL,585.0,9.84%,482xx,MI,2 years,0.0
21000.0,2007-12-31,silentmeow12,690.0,17.85%,021xx,MA,4 years,0.0
25000.0,2009-04-29,Student Loan,688.0,28.84%,957xx,CA,3 years,0.0
11000.0,2009-04-29,For a paramedic program,530.0,18.15%,461xx,IL,< 1 year,0.0
5000.0,2008-01-14,jerekat,624.0,42.37%,841xx,UT,< 1 year,0.0
8000.0,2007-11-14,dso61,644.0,53.56%,684xx,NE,< 1 year,0.0
10000.0,2008-01-22,other,653.0,17%,921xx,CA,2 years,0.0
1000.0,2009-03-31,Human Resources Assistant,660.0,48.86%,386xx,MS,2 years,0.0
15000.0,2009-01-05,Fresh Start,483.0,31.29%,346xx,FL,< 1 year,0.0
5000.0,2008-01-24,donnakawa,493.0,8.98%,437xx,OH,5 years,0.0
10000.0,2008-11-14, ,638.0,5.06%,190xx,PA,5 years,0.0
4500.0,2008-05-09,Sold Automobile,595.0,27.85%,234xx,VA,3 years,0.0
25000.0,2007-11-19,AYAN NA,530.0,9.04%,104xx,NY,10+ years,0.0
25000.0,2008-03-24,Debt Consolidation,715.0,28.34%,346xx,FL,7 years,0.0
6000.0,2009-03-31,Collecting my judgment for my cp,741.0,35.59%,921xx,CA,5 years,0.0
20000.0,2008-11-23,Helpful Funding,599.0,63.91%,992xx,WA,< 1 year,0.0
22525.0,2008-10-25,Renovating Rental Housing,743.0,28.67%,172xx,PA,3 years,0.0
10000.0,2009-03-22,Teacher w/ Masters Needs Continuing Ed ,661.0,3.51%,117xx,NY,1 year,0.0
15000.0,2008-12-29,pay debt,730.0,11.46%,945xx,CA,4 years,0.0
15000.0,2009-02-06,personal loan,522.0,7.91%,028xx,RI,1 year,0.0
7000.0,2008-11-12,Student in Need ,526.0,22.64%,021xx,MA,1 year,0.0
1500.0,2008-12-19,Credit card Consolidation,493.0,17.04%,902xx,CA,< 1 year,0.0
25000.0,2008-01-13,ljtton,665.0,12.9%,130xx,NY,8 years,0.0
1500.0,2009-04-29,school,0.0,0%,432xx,OH,2 years,0.0
25000.0,2008-10-20,Help Loan,711.0,27.32%,907xx,CA,6 years,0.0
20000.0,2008-02-16,ActressInNeed,0.0,0%,329xx,FL,< 1 year,0.0
3000.0,2008-01-15,sharutes,584.0,36.59%,515xx,IA,7 years,0.0
3000.0,2009-04-14,Retrieving Fiancee,0.0,0%,382xx,TX,< 1 year,0.0
3000.0,2008-08-31,Family First,524.0,5.54%,974xx,OR,< 1 year,0.0
25000.0,2007-11-02,sourman7,612.0,21.99%,368xx,AL,< 1 year,0.0
1500.0,2008-10-20,Re-Build Credit,620.0,19.9%,329xx,FL,6 years,0.0
14000.0,2007-11-10,Trager,429.0,1.31%,282xx,NC,2 years,0.0
15000.0,2009-02-13, ,680.0,82.1%,916xx,CA,< 1 year,0.0
15000.0,2008-12-29,Loan Backed By Real Property,692.0,28%,954xx,CA,10+ years,0.0
1000.0,2008-11-04,Laptop,713.0,2%,233xx,VA,< 1 year,0.0
2500.0,2008-05-29,Need loan to help with a move,514.0,0%,190xx,PA,2 years,0.0
25000.0,2008-04-05,Initial Capital - Contract Fulfillment,0.0,0%,223xx,VA,2 years,0.0
2500.0,2008-01-17,nebrlander,453.0,0%,691xx,NE,10+ years,0.0
10000.0,2008-01-03,wild4lendingclub,565.0,4.16%,940xx,CA,6 years,0.0
5000.0,2009-04-21,moving loan,554.0,7.34%,085xx,NJ,1 year,0.0
7500.0,2008-05-05,Working to pay off my debt,626.0,28.64%,941xx,CA,< 1 year,0.0
1000.0,2008-10-14,Entrepreneur Bussiness Loan,0.0,0%,986xx,WA,4 years,0.0
12000.0,2008-12-11,Need some help,576.0,12.56%,300xx,GA,1 year,0.0
5000.0,2009-03-16,PLEASE!!!! :),439.0,2.48%,349xx,FL,10+ years,0.0
5000.0,2008-04-02,Medical Expenses,645.0,17.62%,553xx,MN,3 years,0.0
4000.0,2007-12-06,debt_consolidation,684.0,7.07%,211xx,MD,< 1 year,0.0
15900.0,2009-04-02, ,774.0,21.05%,770xx,TX,2 years,0.0
5000.0,2009-05-03,toms loan ,644.0,9.68%,115xx,NY,1 year,0.0
2000.0,2009-02-04,moving,559.0,49.73%,300xx,GA,< 1 year,0.0
5000.0,2009-04-27,Car and Home Repairs,679.0,13.73%,761xx,TX,10+ years,0.0
18000.0,2008-02-11,Consolidation,663.0,8.3%,923xx,CA,4 years,0.0
10000.0,2008-03-01,maryjoella,473.0,26.84%,786xx,TX,10+ years,0.0
1000.0,2007-11-12,CCat,470.0,29.68%,100xx,NY,6 years,0.0
6000.0,2009-04-19,Major purchase,592.0,0%,551xx,MN,5 years,0.0
14500.0,2009-05-16,Student Loan,618.0,33.43%,108xx,NY,< 1 year,0.0
15000.0,2008-12-26,Toyota Financial,495.0,15.67%,917xx,CA,1 year,0.0
1000.0,2008-11-19,girlfriend,639.0,42.38%,165xx,PA,3 years,0.0
25000.0,2009-05-15,SCAD Student loan,721.0,6.48%,490xx,MI,< 1 year,0.0
3000.0,2009-03-23,College education loan,604.0,6.8%,234xx,VA,< 1 year,0.0
25000.0,2008-04-07,Full Circle Insurance business loan,482.0,188.49%,347xx,FL,< 1 year,0.0
13000.0,2008-01-09,BTTJ417,608.0,0%,349xx,FL,3 years,0.0
15000.0,2009-01-20,consolidating loans for better rate,669.0,10.08%,301xx,GA,3 years,0.0
10500.0,2008-11-12, ,0.0,0%,787xx,TX,1 year,0.0
9600.0,2008-02-16,Wedding,655.0,0.31%,432xx,OH,4 years,0.0
3000.0,2008-08-06, ,599.0,5%,117xx,NY,< 1 year,0.0
1000.0,2009-01-23,LOAN 1,517.0,2.4%,115xx,NY,1 year,0.0
5000.0,2008-09-04,REFINANCE CREDIT CARD'S,657.0,1054.47%,986xx,WA,< 1 year,0.0
20000.0,2009-02-21, ,605.0,17.92%,450xx,OH,10+ years,0.0
2000.0,2008-12-05,loan for school,482.0,0%,212xx,MD,7 years,0.0
2500.0,2009-04-07,joing the Navy,579.0,13.7%,920xx,CA,7 years,0.0
7500.0,2008-04-09,Helping Hand-Family On Track-Consolidate,718.0,32.57%,081xx,NJ,3 years,0.0
8000.0,2009-02-24,Ice MAn,481.0,295.3%,333xx,FL,1 year,0.0
20000.0,2009-03-28,little help with debt consolidation,647.0,13.05%,944xx,CA,1 year,0.0
2500.0,2008-06-22,take vaction ,540.0,17.77%,370xx,TN,5 years,0.0
25000.0,2008-01-18,timb,557.0,26.39%,276xx,NC,1 year,0.0
1500.0,2009-05-06,Pursuing CNA,421.0,1.09%,112xx,NY,< 1 year,0.0
22000.0,2008-01-13,greeneyes,565.0,18.55%,951xx,CA,6 years,0.0
4000.0,2008-09-25,Little Sister's Wedding,682.0,25.2%,922xx,CA,10+ years,0.0
3550.0,2008-10-23,Hannahs Education,646.0,16.88%,015xx,MA,1 year,0.0
20000.0,2008-11-26,Unsecured Loan,686.0,22.15%,770xx,TX,< 1 year,0.0
20000.0,2007-10-26,leah721,456.0,0.4%,127xx,NY,5 years,0.0
5000.0,2009-04-03, ,658.0,8.95%,064xx,CT,7 years,0.0
2000.0,2008-03-21,Money to get back to college,507.0,11.49%,486xx,MI,< 1 year,0.0
2000.0,2009-05-01,Summer Courses,486.0,13.83%,109xx,NY,< 1 year,0.0
3000.0,2008-11-18,Debt Consolidation Prior to Grad School,660.0,11.29%,972xx,OR,1 year,0.0
1000.0,2008-08-06,Refrigerator & Baby,439.0,18.97%,930xx,CA,< 1 year,0.0
15000.0,2009-02-12,cfo,764.0,5.18%,750xx,TX,4 years,0.0
10000.0,2009-03-11,refinance loan,515.0,59.09%,025xx,MA,10+ years,0.0
8000.0,2008-03-25,To pay bills,715.0,26.98%,156xx,PA,2 years,0.0
9000.0,2008-10-24,Pay for School and Books,569.0,79.1%,300xx,GA,< 1 year,0.0
4000.0,2009-04-15,summer school 2009,641.0,127.2%,601xx,IL,< 1 year,0.0
5000.0,2007-10-22,courts59,547.0,30.62%,857xx,AZ,< 1 year,0.0
5000.0,2007-10-13,Onceinthelandof2,585.0,9.42%,067xx,CT,10+ years,0.0
25000.0,2009-05-12,Seasonal Loan For Business,767.0,25.27%,452xx,OH,10+ years,0.0
6500.0,2008-05-13,personal,715.0,9.49%,790xx,TX,10+ years,0.0
5500.0,2008-01-30,chersy,487.0,2.93%,928xx,CA,10+ years,0.0
2275.0,2009-05-15,For My Sons education and ,696.0,0%,107xx,NY,< 1 year,0.0
5000.0,2008-06-11,Katrina Damages,486.0,23.47%,700xx,LA,1 year,0.0
3000.0,2009-02-09,CONSOLIDATION LOAN,469.0,27.17%,749xx,OK,10+ years,0.0
2000.0,2008-01-03,Mr. Crouse,565.0,6.16%,334xx,FL,1 year,0.0
15000.0,2008-01-20,jsreedy,696.0,31.04%,774xx,TX,10+ years,0.0
10000.0,2009-04-07,Business start up,657.0,9.08%,019xx,MA,8 years,0.0
5000.0,2008-11-26,Loan for Dentist Work,546.0,26.87%,535xx,WI,5 years,0.0
17000.0,2009-03-18,Re-finance Truck Loan,555.0,146.07%,328xx,FL,< 1 year,0.0
7000.0,2009-04-18,Refinance 26% card,635.0,22.34%,786xx,TX,9 years,0.0
18000.0,2009-04-21,cabinet installation,647.0,1.9%,754xx,TX,7 years,0.0
6000.0,2008-12-05,alex's loan,671.0,32.5%,064xx,CT,10+ years,0.0
700.0,2008-02-22,mikla99,612.0,13.47%,191xx,PA,< 1 year,0.0
20000.0,2008-02-29,Basement Remodel,716.0,1.54%,481xx,MI,2 years,0.0
15000.0,2009-01-20,shear Perfection Lawn Service,720.0,53.85%,342xx,FL,1 year,0.0
20000.0,2009-01-31, ,706.0,27.81%,852xx,AZ,2 years,0.0
14000.0,2009-02-26,Consolidating my bills,611.0,31.51%,178xx,PA,3 years,0.0
7500.0,2007-10-03,Vesabela,479.0,0%,217xx,MD,1 year,0.0
8000.0,2007-12-11,sonhanguyen,678.0,25.06%,335xx,FL,5 years,0.0
25000.0,2008-11-12,Credit Card Consolidation,679.0,13.97%,234xx,VA,5 years,0.0
10000.0,2009-05-02,better interest rate,600.0,26.92%,903xx,CA,6 years,0.0
2500.0,2008-01-19,I would like to pay off several credit cards and start a savings account.  I cannot do both as quickly as I would like to. ,623.0,13.45%,234xx,VA,< 1 year,0.0
7000.0,2008-02-13,other,703.0,44.08%,250xx,WV,10+ years,0.0
3500.0,2008-05-05,Payoff credit cards to refinance,630.0,17.15%,852xx,AZ,3 years,0.0
2000.0,2009-04-18,wedding,671.0,2.56%,951xx,CA,2 years,0.0
20000.0,2008-02-11,gigismum,639.0,22.5%,021xx,MA,< 1 year,0.0
10000.0,2009-02-27,The next great supeheros.,480.0,6.91%,085xx,NJ,8 years,0.0
5000.0,2007-11-04,mlam98,548.0,0.81%,087xx,NJ,3 years,0.0
3000.0,2007-07-02,salman_khan,600.0,2.18%,114xx,NY,1 year,0.0
7000.0,2008-09-17,Help My Husband and I Consolidate Debt,603.0,45.04%,473xx,IN,2 years,0.0
25000.0,2009-05-02,Student Loans,495.0,28.48%,328xx,FL,< 1 year,0.0
6000.0,2007-12-13,tjrm2007,514.0,12.95%,479xx,IN,10+ years,0.0
7500.0,2008-07-24,refinance,563.0,17.69%,773xx,TX,10+ years,0.0
8000.0,2008-12-20,Housework and Art,507.0,1.93%,104xx,NY,< 1 year,0.0
2500.0,2009-03-28,Personal Loan,608.0,47.16%,941xx,CA,< 1 year,0.0
20000.0,2008-01-20,ewanfive,471.0,18.82%,342xx,FL,2 years,0.0
7200.0,2007-09-12,Personal Loan,686.0,24.98%,146xx,NY,< 1 year,0.0
5000.0,2009-04-21,Short term bridge to future,652.0,72.76%,088xx,NJ,7 years,0.0
12500.0,2008-07-15,Help VET get this dream home,634.0,7.61%,852xx,AZ,10+ years,0.0
11450.0,2008-02-09,debt_consolidation,645.0,17.07%,934xx,CA,4 years,0.0
6500.0,2009-03-23,Back on track,656.0,23.3%,218xx,MD,< 1 year,0.0
2000.0,2008-08-12,Money for School and expenses,684.0,24.4%,462xx,IN,2 years,0.0
15000.0,2008-12-16,Loan for Business Equipment,745.0,3.08%,786xx,TX,3 years,0.0
3500.0,2008-04-12,Full 4 School,589.0,16.69%,280xx,NC,1 year,0.0
12000.0,2008-12-18, ,648.0,40.2%,176xx,PA,4 years,0.0
5000.0,2008-06-15, ,565.0,2.77%,900xx,CA,4 years,0.0
5000.0,2008-03-21,debt_consolidation,634.0,12.14%,029xx,RI,< 1 year,0.0
17000.0,2008-01-31,home_improvement,715.0,31.25%,672xx,KS,10+ years,0.0
3000.0,2007-11-29,jknafelc25,0.0,0%,308xx,GA,< 1 year,0.0
6500.0,2009-02-21,Breaking free from the credit card hold,672.0,34.28%,967xx,HI,1 year,0.0
14500.0,2008-03-09,debt_consolidation,636.0,17.39%,038xx,NH,< 1 year,0.0
2000.0,2008-06-21,Internet Retail Startup,583.0,8.67%,040xx,ME,4 years,0.0
10000.0,2008-11-20,Getting Ahead,485.0,267.2%,531xx,WI,4 years,0.0
3500.0,2009-04-02,wedding loan,606.0,15.64%,322xx,FL,4 years,0.0
3000.0,2009-03-04,need help to relocate!,491.0,26.13%,631xx,MO,< 1 year,0.0
15000.0,2007-11-29,debt_consolidation,621.0,19.1%,025xx,MA,6 years,0.0
5000.0,2008-06-25,Rebound from divorce,439.0,1.04%,300xx,GA,1 year,0.0
6000.0,2008-09-29,House fixup for sale,643.0,2.26%,870xx,NM,3 years,0.0
5000.0,2008-07-28, ,713.0,0.5%,128xx,NY,< 1 year,0.0
7500.0,2009-05-15,Willing to pay higher interest rates,536.0,1.48%,282xx,SC,2 years,0.0
4000.0,2008-11-11,debt consolidation/home repairs,538.0,5.24%,120xx,NY,7 years,0.0
2000.0,2008-08-25,Rental Deposit for Home,700.0,9%,916xx,CA,1 year,0.0
5500.0,2008-03-24,Consolidation,587.0,15.63%,310xx,GA,< 1 year,0.0
11000.0,2009-02-10,New home after a year without.,669.0,43.75%,480xx,MI,< 1 year,0.0
7500.0,2008-12-17,$7500 To Consolidate Credit Cards,584.0,23.4%,244xx,VA,< 1 year,0.0
2500.0,2008-11-12,need a car,546.0,6.29%,551xx,MN,1 year,0.0
14000.0,2007-12-07,bmlongmire,603.0,41.33%,301xx,GA,< 1 year,0.0
8000.0,2009-03-03,seperating from alcholoic abusive wife,676.0,11.11%,070xx,NJ,10+ years,0.0
8000.0,2009-03-03,Mixed Loan,717.0,3.92%,328xx,FL,3 years,0.0
7500.0,2008-04-17,Please Help Me ,502.0,26.35%,780xx,TX,3 years,0.0
3000.0,2008-11-18,Catch up with past debt,534.0,1.38%,100xx,NY,5 years,0.0
15000.0,2008-03-21,Debt Consolidation,575.0,9.85%,254xx,WV,10+ years,0.0
15000.0,2009-02-26, ,663.0,27.99%,547xx,WI,7 years,0.0
18000.0,2009-02-18,Credit card colsolidation,702.0,27.2%,029xx,RI,3 years,0.0
12500.0,2009-03-26,Motorcycle Refinancing,584.0,22.38%,857xx,AZ,10+ years,0.0
4000.0,2008-04-05,Buying Auto,550.0,12.33%,273xx,NC,< 1 year,0.0
5000.0,2008-04-21,trying to pay off bills,407.0,14.7%,443xx,OH,9 years,0.0
10000.0,2008-12-30,Lawn Service Start up,439.0,9.34%,328xx,FL,9 years,0.0
15000.0,2009-04-17,hoping to get a loan,0.0,0%,601xx,IL,1 year,0.0
10000.0,2007-09-07,Have experiance need the money,580.0,2.3%,296xx,SC,1 year,0.0
25000.0,2009-01-27,Need to refinance credit cards,651.0,11.33%,100xx,NY,4 years,0.0
15000.0,2009-01-26,"Imagine, LLC  ",464.0,12.19%,871xx,NM,3 years,0.0
7500.0,2008-08-20,auto,731.0,0.36%,327xx,FL,9 years,0.0
500.0,2008-03-21,moving expense,474.0,24.1%,240xx,VA,3 years,0.0
1000.0,2008-02-11,zinrion,0.0,0%,442xx,OH,< 1 year,0.0
7500.0,2008-08-30,Post-Divorce Loan,595.0,10.16%,972xx,OR,< 1 year,0.0
3400.0,2008-01-14,myjohnny,598.0,25.69%,336xx,FL,10+ years,0.0
2500.0,2008-10-29,Coasta Rica trip and vehicle engine work,677.0,16.78%,186xx,PA,4 years,0.0
4500.0,2009-03-19,30% interest rate! ,630.0,37.92%,853xx,AZ,2 years,0.0
4500.0,2008-08-26,Consolidate debt and get back on t,573.0,21.12%,900xx,CA,10+ years,0.0
2000.0,2007-12-07,tjm83,0.0,0%,133xx,NY,4 years,0.0
8500.0,2007-09-05,Jenna9986,658.0,2.84%,233xx,VA,< 1 year,0.0
20650.0,2009-03-17, ,738.0,46.5%,967xx,HI,5 years,0.0
15000.0,2008-11-29,Furniture Maker looking to consolidate,658.0,17.05%,191xx,PA,5 years,0.0
25000.0,2009-04-19,unsecured personal loan ,668.0,28.38%,470xx,IL,6 years,0.0
6500.0,2008-12-14,Good Worker looking to Consolidate debt!,697.0,13.53%,606xx,IL,3 years,0.0
5000.0,2008-07-24,Major Vehicle Repair,0.0,0%,441xx,OH,3 years,0.0
5000.0,2008-11-25,Credit Card Consolodation,617.0,28.24%,900xx,CA,2 years,0.0
7000.0,2007-12-19,fuzzy,570.0,9.32%,156xx,PA,6 years,0.0
6000.0,2007-10-11,Mom_In_2004and5,503.0,2.43%,441xx,OH,9 years,0.0
10000.0,2008-01-17,pbuterfli,648.0,21.15%,610xx,IL,9 years,0.0
10000.0,2008-11-17,Future Home Buyer,571.0,11.5%,334xx,FL,9 years,0.0
3000.0,2008-12-09,Paying Off Past Dues Balances,463.0,19.42%,605xx,IL,2 years,0.0
6000.0,2009-03-30,Marketing,582.0,40.27%,981xx,WA,10+ years,0.0
10000.0,2008-11-04,I need to pay for my divorce,724.0,7.7%,441xx,OH,1 year,0.0
7000.0,2009-04-18,wedding,677.0,0.32%,610xx,IL,6 years,0.0
2500.0,2008-03-04,K.M.King,581.0,22.77%,480xx,MI,10+ years,0.0
2500.0,2008-02-17,zmhutchinson,516.0,0%,741xx,OK,< 1 year,0.0
